23000007000102700;;;;;;
23000007000137900;;;;;;
23000007000153100;ул;Кипарисовая;354003;03426000000;2366;
23000007000153200;ул;Клубничная;354008;;2366;
23000007000153300;ул;Комсомольская;354002;03426000000;;
23000007000153500;ул;Короткая;354000;03426000000;2366;
23000007000153600;ул;Корчагина;354000;03426000000;2366;
23000007000153700;ул;Красная;354000;03426000000;2366;
23000007000153800;ул;Красноармейская;354065;03426000000;2366;
23000007000153900;ул;Краснодонская;354037;;2366;
23000007000154000;ул;Краснодарская;354000;03426000000;2366;
23000007000154100;ул;Крымская;354053;03426000000;2366;
23000007000154200;ул;Кубанская;354000;03426000000;2366;
23000007000154300;ул;Лавровая;354068;03426000000;2366;
23000007000154400;ул;Лесопарковая;354068;;2366;
23000007000154500;ул;Карла Либкнехта;354000;03426000000;2366;
23000007000154600;ул;Ломоносова;354057;03426000000;2366;
23000007000154700;ул;Макаренко;354003;;2366;
23000007000154800;ул;Мичурина;354057;03426000000;2366;
23000007000155000;ул;Московская;354000;03426000000;2366;
23000007000155100;ул;Навагинская;354000;;2366;
23000007000155200;ул;Нагорная;354000;03426000000;2366;
23000007000155300;ул;Невская;354057;03426000000;2366;
23000007000155400;ул;Несебрская;354000;03426000000;2366;
23000007000155600;ул;Новоселов;354065;03426000000;2366;
23000007000155700;ул;Одесская;354057;03426000000;2366;
23000007000155800;ул;Олимпийская;354003;;;
23000007000155900;ул;Островского;354000;03426000000;2366;
23000007000156000;ул;Параллельная;354057;;2366;
23000007000156100;ул;Парковая;354000;03426000000;2366;
23000007000156200;ул;Первомайская;354000;;2366;
23000007000156300;ул;Пионерская;354000;03426000000;2366;
23000007000156400;ул;Пирогова;354008;;2366;
23000007000156500;ул;Пластунская;354003;;2366;
23000007000156600;ул;Плеханова;354008;;2366;
23000007000156700;ул;Подгорная;354068;03426000000;2366;
23000007000156800;ул;Политехническая;354008;03426000000;2366;
23000007000156900;ул;Поперечная;354000;03426000000;2366;
23000007000157700;снт;Макаренко;354037;03426000000;2366;
23000007000157900;снт;40 лет победы;354003;03426000000;2366;
23000007000158200;б-р;Морской;354340;03426000000;2367;
23000007000158300;б-р;Надежд;354349;03426000000;2367;
23000007000158400;пер;Аэровокзальный;354340;03426000000;2367;
23000007000158500;пер;Бакинский;354340;03426000000;2367;
23000007000158600;пер;Банный;354375;03426000000;2367;
23000007000158700;пер;Белореченский;354375;03426000000;2367;
23000007000158800;пер;Белорусский;354340;03426000000;2367;
23000007000158900;пер;Белых акаций;354340;03426000000;2367;
23000007000159000;пер;Березовый;354340;;2367;
23000007000159100;пер;Бестужева;354340;03426000000;2367;
23000007000159200;пер;Богдана Хмельницкого;354340;03426000000;2367;
23000007000159400;пер;Демократический;354340;03426000000;2367;
23000007000159500;пер;Донецкий;354375;03426000000;2367;
23000007000159600;пер;Ивовый;354213;03426000000;2367;
23000007000159700;пер;Известинский;354340;03426000000;2367;
23000007000159800;пер;Ключевой;354340;03426362000;2367;
23000007000159900;пер;Кувшинок;354340;03426000000;2367;
23000007000160000;пер;Марсовый;354037;03426000000;2367;
23000007000160100;пер;Миндальный;354340;03426000000;2367;
23000007000160200;пер;Мира;354340;03426000000;2367;
23000007000160300;пер;Осенний;354340;03426000000;2367;
23000007000160400;пер;Перепелиный;354340;03426000000;2367;
23000007000160500;пер;Пихтовый;354340;03426000000;2367;
23000007000160600;пер;Планерный;354340;03426000000;2367;
23000007000160800;пер;Революции;354340;03426000000;2367;
23000007000161000;пер;Саратовский;354340;03426000000;2367;
23000007000161100;пер;Тверской;354375;03426000000;2367;
23000007000161200;пер;Фабричный;354340;03426000000;2367;
23000007000161300;пер;Фермерский;354340;;2367;
23000007000161500;пер;Хурмовый;354375;03426000000;2367;
23000007000161600;пер;Чкалова;354364;;2367;
23000007000161700;проезд;Известинский;354340;03426000000;2367;
23000007000161900;пр-кт;Континентальный;354340;03426000000;2367;
23000007000162000;ул;Авиационная;354340;03426000000;2367;
23000007000162100;ул;Акаций;354340;03426000000;2367;
23000007000162200;ул;Аллейная;354364;;2367;
23000007000162300;ул;Апрельская;354375;;2367;
23000007000162500;ул;Богдана Хмельницкого;354000;03426000000;2367;
23000007000162600;ул;Бакинская;354383;03426000000;2367;
23000007000162700;ул;Белорусская;354340;03426000000;2367;
23000007000162800;ул;Белых акаций;354340;;2367;
23000007000162900;ул;Бестужева;354340;03426000000;2367;
23000007000163000;ул;Богатырская;354340;03426000000;2367;
23000007000163100;ул;Вегетарианская;354340;03426000000;2367;
23000007000163200;ул;Верхнеизвестинская;354340;03426000000;2367;
23000007000163300;ул;Веселая;354375;03426000000;2367;
23000007000163400;ул;Взлетная;354340;03426000000;2367;
23000007000163500;ул;Войтенко;354340;03426000000;2367;
23000007000163600;ул;Воронежская;354393;03426000000;2367;
23000007000163700;ул;Ворошиловградская;354383;03426000000;2367;
23000007000163800;ул;Вокзальная;354340;03426000000;2367;
23000007000163900;ул;Воскресенская;354340;03426000000;2367;
23000007000164000;ул;Гастелло;354340;;2367;
23000007000164100;ул;Гвардейская;354340;03426000000;2367;
23000007000164200;ул;Герцена;354340;03426000000;2367;
23000007000164300;ул;Гиацинтовая;354340;03426000000;2367;
23000007000164400;ул;Гоголя;354340;03426000000;2367;
23000007000164500;ул;Голубая;354340;03426000000;2367;
23000007000164600;ул;Голубые дали;354382;03426000000;2367;
23000007000164700;ул;Гостеприимная;354340;03426000000;2367;
23000007000164900;ул;Гудаутская;354340;03426000000;2367;
23000007000165000;ул;Дачная;354395;03426000000;2367;
23000007000165100;ул;Демократическая;354340;03426000000;2367;
23000007000165200;ул;Дзержинского;354340;03426000000;2367;
23000007000165300;ул;Добрых надежд;354000;03426000000;2367;
23000007000165400;ул;Ереванская;354340;03426000000;2367;
23000007000165500;ул;Железнодорожный переезд;354375;03426000000;2367;
23000007000165600;ул;Жемчужная;354340;03426000000;2367;
23000007000165900;ул;Известинская;354340;03426000000;2367;
23000007000166100;ул;Интернациональная;354340;03426000000;2367;
23000007000166200;ул;Искры;354364;;2367;
23000007000166300;ул;Казачья;354340;03426000000;2367;
23000007000166400;ул;Калинина;354340;03426000000;2367;
23000007000166500;ул;Камелий;354375;03426000000;2367;
23000007000166600;ул;Камышовая;354340;;2367;
23000007000166700;ул;Карла Маркса;354340;03426000000;2367;
23000007000166800;ул;Каспийская;354383;;2367;
23000007000166900;ул;Кедровая;354037;03426000000;2367;
23000007000167000;ул;Киевская;354340;03426000000;2367;
23000007000167100;ул;Кирова;354340;03426000000;2367;
23000007000167200;ул;Кирпичная;354037;03426000000;2367;
23000007000167300;ул;Кишиневская;354393;;2367;
23000007000167400;ул;Кленовая;354002;03426000000;2367;
23000007000167500;ул;Клименко;354340;03426000000;2367;
23000007000167600;ул;Колхозная;354393;03426000000;2367;
23000007000167700;ул;Короленко;354340;03426000000;2367;
23000007000167900;ул;Котовского;354340;03426000000;2367;
23000007000168000;ул;Крамского;354349;03426000000;2367;
23000007000168100;ул;Красная горка;354340;03426000000;2367;
23000007000168200;ул;Краснопролетарская;354393;03426000000;2367;
23000007000168300;ул;Крупской;354340;03426000000;2367;
23000007000168400;ул;Куйбышева;354340;03426000000;2367;
23000007000168500;ул;Кутузова;354340;03426000000;2367;
23000007000168600;ул;Лазурная;354364;03426000000;2367;
23000007000168700;ул;Лебединая;354340;03426000000;2367;
23000007000168800;пер;Ереванский;354340;03426000000;2367;
23000007000168900;пер;Тихий;354364;03426000000;2367;
23000007000169000;пр-кт;Олимпийский;354003;03426000000;2367;
23000007000169300;пер;Александровский;354066;03426000000;2367;
23000007000169400;пер;Буковый;354051;03426000000;2367;
23000007000169500;пер;Гражданский;354024;03426000000;2367;
23000007000169600;пер;Земляничный;354002;03426000000;2367;
23000007000169800;пер;Лафетный;354002;03426000000;2367;
23000007000169900;пер;Лечебный;354024;03426000000;2367;
23000007000170000;пер;Ушинского;354037;03426000000;2367;
23000007000170100;пр-кт;Пушкина;354002;03426000000;2367;
23000007000170300;ул;Аллея Челтенхэма;354024;03426000000;2367;
23000007000170400;ул;Амбровая;354002;;2367;
23000007000170500;ул;Апшеронская;354066;;2367;
23000007000170600;ул;Береговая;354024;03426000000;2367;
23000007000170700;ул;Бзугу;354002;03426000000;2367;
23000007000170800;ул;Барбарисовая;354002;03426000000;2367;
23000007000170900;ул;Благодатная;354024;03426000000;2367;
23000007000171100;ул;Лесная;354340;;2367;
23000007000171500;ул;Луначарского;354340;03426000000;2367;
23000007000171600;ул;Магнолий;354340;03426000000;2367;
23000007000171800;ул;Медовая;354340;03426000000;2367;
23000007000171900;ул;Верхняя Лысая гора;354002;03426000000;2367;
23000007000172000;ул;Видовая;354024;03426000000;2367;
23000007000172100;ул;Водораздельная;354002;03426000000;2367;
23000007000172200;ул;Возрождения;354054;;2367;
23000007000172300;ул;Володарского;354037;03426000000;2367;
23000007000172400;ул;Ворошиловская;354054;03426000000;2367;
23000007000172500;ул;Гагринская;354002;03426000000;2367;
23000007000172600;ул;Гвоздик;354039;03426000000;2367;
23000007000172700;ул;Глазунова;354037;03426000000;2367;
23000007000172800;ул;Громовой;354000;03426000000;2367;
23000007000172900;ул;Дарвина;354066;;2367;
23000007000173000;ул;Дачная;354066;03426000000;2367;
23000007000173100;ул;Депутатская;354002;03426000000;2367;
23000007000173200;ул;Джигитская;354002;03426000000;2367;
23000007000173300;ул;Дивноморская;354054;;2367;
23000007000173400;ул;Дмитриевой;354002;;2367;
23000007000173500;ул;Дорога на Большой Ахун;354024;;2367;
23000007000173600;ул;Есауленко;354024;;2367;
23000007000173700;ул;Железнодорожная;354037;;2367;
23000007000173800;ул;Жуковского;354037;03426000000;2367;
23000007000173900;ул;Каштановая;354037;03426000000;2367;
23000007000174000;ул;Звездная;354039;;2367;
23000007000174100;ул;Земляничная;354002;03426000000;2367;
23000007000174200;ул;Земнухова;354000;03426000000;2367;
23000007000174300;ул;Зенитная;354000;03426000000;2367;
23000007000174400;ул;Иванова поляна;354002;03426000000;2367;
23000007000174500;ул;Искры;354066;03426000000;2367;
23000007000174600;ул;Калиновая;354066;03426000000;2367;
23000007000174700;ул;Камо;354066;;2367;
23000007000174800;ул;Кедровая;354045;03426000000;2367;
23000007000175000;ул;Кленовая;354002;03426000000;2367;
23000007000175100;ул;Коммунальная;354002;03426000000;2367;
23000007000175200;ул;Комсомольская;354002;03426000000;2367;
23000007000175300;ул;О.Кошевого;354000;;2367;
23000007000175400;ул;Краевско-Греческая;354054;03426000000;2367;
23000007000175500;ул;Краснополянская;354037;03426000000;2367;
23000007000175600;ул;Красносельская;354002;03426000000;2367;
23000007000175700;ул;Лермонтова;354002;03426000000;2367;
23000007000175800;ул;Леси Украинки;354037;03426000000;2367;
23000007000175900;ул;Ломоносовская;354002;03426000000;2367;
23000007000176000;ул;Лысая гора;354002;;2367;
23000007000176100;ул;Малая;354024;03426000000;2367;
23000007000176200;ул;Мацестинская;354024;03426000000;2367;
23000007000176300;ул;Метелёва;354002;;2367;
23000007000176400;ул;Механизаторов;354002;03426000000;2367;
23000007000176500;ул;Молодогвардейская;354000;;2367;
23000007000176600;ул;Некрасова;354037;03426000000;2367;
23000007000176700;ул;Новороссийское шоссе;354039;;2367;
23000007000176800;ул;Октября;354037;03426000000;2367;
23000007000176900;ул;Платановая;354037;;2367;
23000007000177000;ул;Профсоюзная;354024;03426000000;2367;
23000007000177100;ул;Ростовская;354066;03426000000;2367;
23000007000177200;ул;Ручей Видный;354037;03426000000;2367;
23000007000177300;ул;Ручей де Симона;354024;03426000000;2367;
23000007000177400;ул;Самшитовая;354037;;2367;
23000007000177500;ул;Светлая;354039;03426000000;2367;
23000007000177600;ул;Севастьянова;354000;03426000000;2367;
23000007000177700;ул;Серафимовича;354002;03426000000;2367;
23000007000177800;ул;Следопытов;354002;03426000000;2367;
23000007000177900;ул;Сухумское шоссе;354037;;2367;
23000007000178000;ул;Счастливая;354000;03426000000;2367;
23000007000178100;ул;Тепличная;354002;03426000000;2367;
23000007000178200;ул;Тургенева;354002;03426000000;2367;
23000007000178300;ул;Транспортная;354002;03426000000;2367;
23000007000178400;ул;Туренко;354037;03426000000;2367;
23000007000178500;ул;Тюленина;354000;03426000000;2367;
23000007000178600;ул;Учительская;354002;;2367;
23000007000178700;ул;Я.Фабрициуса;354002;;2367;
23000007000178800;ул;Фурманова;354024;;2367;
23000007000178900;ул;Чайкиной;354000;;2367;
23000007000179000;ул;Чекменева;354024;;2367;
23000007000179100;ул;Черноморская;354002;03426000000;2367;
23000007000179200;ул;Шаумяна;354000;03426000000;2367;
23000007000179300;ул;Шевцовой;354000;;2367;
23000007000179400;ул;Шоссейная;354037;;2367;
23000007000179500;ул;Южная;354002;03426000000;2367;
23000007000179600;ул;Ялтинская;354037;03426000000;2367;
23000007000179700;ул;Ясногорская;354054;03426000000;2367;
23000007000179800;ул;20 Горнострелковой дивизии;354002;03426000000;2367;
23000007000179900;ул;50 лет СССР;354037;03426000000;2367;
23000007000180100;пер;Карбышева;354002;03426000000;2367;
23000007000180200;пер;Привольный;354037;03426000000;2367;
23000007000180400;пер;Тупик Пятигорский;354000;03426000000;2367;
23000007000180500;проезд;Малоахунский;354037;03426000000;2367;
23000007000180600;ул;Грибоедова;354002;03426000000;2367;
23000007000180700;ул;Красных партизан;354037;03426000000;2367;
23000007000180800;ул;Крестьянская;354002;03426000000;2367;
23000007000180900;ул;Мандариновая;354002;03426000000;2367;
23000007000181000;ул;Персиковая;354237;;;
23000007000181100;ул;Пятигорская;354000;;2367;
23000007000181200;ул;Лесная;354054;;2367;
23000007000181500;пер;Алтайский;354208;03426000000;2366;
23000007000181600;пер;Алычовый;354208;03426000000;2366;
23000007000181900;пер;Корабельный;354200;03426000000;2366;
23000007000182000;пер;Лазарева;354200;03426000000;2366;
23000007000182300;пер;Павлова;354200;;2366;
23000007000182400;пер;Партизанский;354200;03426000000;2366;
23000007000182500;пер;Победы;354200;;2366;
23000007000182700;пер;Славы;354236;03426000000;2366;
23000007000183000;пер;Львовский;354209;03426000000;2366;
23000007000183100;пер;Минеральный;354209;03426000000;2366;
23000007000183200;пер;Огородный;354209;03426000000;2366;
23000007000183300;пер;Бородина;354204;03426000000;2366;
23000007000183400;пер;Высотный;354220;03426000000;2366;
23000007000183700;пер;Правды;354200;03426000000;2366;
23000007000183800;пер;Центральный;354202;03426000000;2366;
23000007000184000;пер;Широкий;354202;03426000000;2366;
23000007000184100;пер;Ленинградский;354207;03426000000;2366;
23000007000184200;пер;Мебельный;354207;03426000000;2366;
23000007000184300;пер;Тамбовский;354207;;2366;
23000007000184500;пер;Гусь-Хрустальный;354208;03426000000;2366;
23000007000184600;пер;Дружбы;354208;03426000000;2366;
23000007000184700;пер;Енисейский;354208;03426000000;2366;
23000007000184800;пер;Клубный;354208;03426000000;2366;
23000007000184900;пер;Разина;354208;;2366;
23000007000185000;пер;Таллинский;354208;03426000000;2366;
23000007000185100;пер;Ягодный;354208;03426000000;2366;
23000007000185300;пер;Магнитогорский;354209;03426000000;2366;
23000007000185500;пер;Скрябина;354205;03426000000;2366;
23000007000185700;пер;1-й Адыгейский;354205;03426000000;2366;
23000007000185900;пер;Придорожный;354213;03426000000;2366;
23000007000186000;пер;Штурманский;354202;03426000000;2366;
23000007000186100;пер;Варданский;354209;03426000000;2366;
23000007000186200;ул;Авроры;354226;03426000000;2366;
23000007000186300;ул;Адыгейская;354205;03426000000;2366;
23000007000186400;ул;Азовская;354208;03426000000;2366;
23000007000186500;ул;Айвазовского;354200;03426000000;2366;
23000007000186600;ул;Алтайская;354208;03426000000;2366;
23000007000186700;ул;Алычовая;354208;03426000000;2366;
23000007000186800;ул;Амурская;354212;03426000000;2366;
23000007000186900;ул;Андреевская;354233;03426000000;2366;
23000007000187000;ул;Армавирская;354207;;2366;
23000007000187300;ул;Аэродромная;354200;03426000000;2366;
23000007000187400;ул;Бабушкина;354207;03426000000;2366;
23000007000187500;ул;Багратиона;354200;03426000000;2366;
23000007000187700;ул;Балтийская;354207;03426000000;2366;
23000007000187800;ул;Барановское шоссе;354207;;2366;
23000007000187900;ул;Батумское шоссе;354207;03426000000;;
23000007000188200;ул;Бехтерева;354220;03426000000;2366;
23000007000188300;ул;Бирюзовая;354200;03426000000;2366;
23000007000188400;ул;Больничная;354207;03426000000;2366;
23000007000188500;ул;Бородина;354204;03426000000;2366;
23000007000188600;ул;Братская;354211;03426000000;2366;
23000007000188800;ул;Ватутина;354220;03426000000;2366;
23000007000188900;ул;Верхнехобзинская;354037;03426000000;2366;
23000007000189000;ул;Весенняя;354208;03426000000;2366;
23000007000189100;ул;Восстания;354208;03426000000;2366;
23000007000189400;ул;Гайдара;354207;;2366;
23000007000189500;ул;Главная;354213;03426000000;2366;
23000007000189700;ул;Глубокая;354202;03426000000;2366;
23000007000189800;ул;Говорова;354200;03426000000;2366;
23000007000189900;ул;Гористая;354205;03426000000;2366;
23000007000190000;ул;Греческая;354203;03426000000;2366;
23000007000190100;ул;Грушевая;354208;03426000000;2366;
23000007000190200;ул;Дворцовая;354208;03426000000;2366;
23000007000190300;ул;Декабристов;354208;;2366;
23000007000190400;ул;Делегатская;354207;03426000000;2366;
23000007000190500;ул;Днепровская;354200;03426000000;2366;
23000007000190600;ул;Добролюбова;354200;03426000000;2366;
23000007000190700;ул;Дружбы;354208;03426000000;2366;
23000007000190800;ул;Дунаевского;354207;03426000000;2366;
23000007000190900;ул;Дунайская;354204;03426000000;2366;
23000007000191000;ул;Единство;354200;;2366;
23000007000191100;ул;Ейская;354213;03426000000;2366;
23000007000191500;ул;Жасминная;354204;03426000000;2366;
23000007000191600;ул;Жигулевская;354208;03426000000;2366;
23000007000191700;ул;Закатная;354200;03426000000;2366;
23000007000191800;ул;Заречная;354202;03426000000;2366;
23000007000192000;ул;Изумрудная;354234;03426000000;2366;
23000007000192100;ул;Ильича;354200;03426000000;2366;
23000007000192200;ул;Керченская;354208;03426000000;2366;
23000007000192300;ул;Кичмайская;354208;03426000000;2366;
23000007000192400;ул;Кольцевая;354200;03426000000;2366;
23000007000192500;ул;Кольцова;354204;03426000000;2366;
23000007000192600;ул;Коммунальников;354200;;2366;
23000007000192700;ул;Коммунаров;354202;03426000000;2366;
23000007000192800;ул;Коммунистическая;354200;03426000000;2366;
23000007000192900;ул;Круговая;354208;03426000000;2366;
23000007000193000;ул;Кудряшова;354037;03426000000;2366;
23000007000193100;ул;Культурная;354231;03426000000;2366;
23000007000193200;ул;Куприна;354204;03426000000;2366;
23000007000193300;ул;Курская;354212;03426000000;2366;
23000007000193400;ул;Курчатова;354231;;2366;
23000007000193500;ул;Лазарева;354200;03426000000;2366;
23000007000193700;ул;Ленинградская;354207;03426000000;2366;
23000007000193800;ул;Лесная;354205;03426000000;2366;
23000007000193900;ул;Летняя;354207;03426000000;2366;
23000007000194000;ул;Линейная;354202;03426000000;2366;
23000007000194100;ул;Ломаная;354202;03426000000;2366;
23000007000194200;ул;Лучезарная;354207;03426000000;2366;
23000007000194300;ул;Львовская;354209;;2366;
23000007000194400;ул;Магистральная;354212;03426000000;2366;
23000007000194500;ул;Магнитогорская;354209;;2366;
23000007000194600;ул;Магринская;354211;03426000000;2366;
23000007000194700;ул;Майкопская;354220;03426000000;2366;
23000007000194800;ул;Майская;354204;03426000000;2366;
23000007000194900;ул;Макопсинская;354204;03426000000;2366;
23000007000195300;ул;Марьинское шоссе;354200;;2366;
23000007000195400;ул;Матросская;354202;03426000000;2366;
23000007000195500;ул;Маяковского;354200;03426000000;2366;
23000007000195600;ул;Медицинская;354202;03426000000;2366;
23000007000195800;ул;Минеральная;354209;03426000000;2366;
23000007000195900;ул;Минина;354209;03426000000;2366;
23000007000196000;ул;Мирная;354037;03426000000;2366;
23000007000196100;ул;Мичурина;354057;03426000000;2366;
23000007000196200;ул;Молодежная;354209;;2366;
23000007000196300;ул;Моряков;354200;;2366;
23000007000196400;ул;Мостовая;354202;03426000000;2366;
23000007000196500;ул;Моторная;354208;03426000000;2366;
23000007000196700;ул;Нахимова;354200;03426000000;2366;
23000007000196800;ул;Нижнехобзинская;354209;03426000000;2366;
23000007000197000;ул;Новая;354216;;2366;
23000007000197100;ул;Обходная;354208;03426000000;2366;
23000007000197200;ул;Окружная;354208;03426000000;2366;
23000007000197300;ул;Октябрьская;354200;03426000000;2366;
23000007000197400;ул;Оливковая;354200;03426000000;2366;
23000007000197600;ул;Отрадная;354208;03426000000;2366;
23000007000197700;ул;Павлова;354037;;2366;
23000007000197800;ул;Пальмовая;354200;03426000000;2366;
23000007000197900;ул;Памирская;354212;03426000000;2366;
23000007000198000;ул;Партизанская;354200;;2366;
23000007000198100;ул;Пейзажная;354207;03426000000;2366;
23000007000198200;ул;Перевальная;354207;03426000000;2366;
23000007000198300;ул;Плодовая;354208;03426000000;2366;
23000007000198500;ул;Победы;354200;;2366;
23000007000198600;ул;Пограничная;354208;03426000000;2366;
23000007000198700;ул;Подлесная;354208;03426000000;2366;
23000007000198800;ул;Пожарского;354209;03426000000;2366;
23000007000198900;ул;Правды;354202;03426000000;2366;
23000007000199000;ул;Прибрежная;354202;03426000000;2366;
23000007000199100;ул;Придорожная;354213;03426000000;2366;
23000007000199200;ул;Прозрачная;354207;03426000000;2366;
23000007000199300;ул;Пролетарская;354200;;2366;
23000007000199400;ул;Прохладная;354208;03426000000;2366;
23000007000199500;ул;Пугачева;354200;03426000000;2366;
23000007000199700;ул;Репина;354205;03426000000;2366;
23000007000199800;ул;Республиканская;354220;03426000000;2366;
23000007000199900;ул;Речная;354200;03426000000;2366;
23000007000200000;ул;Родниковая;354200;03426000000;2366;
23000007000200200;ул;Российская;354207;;2366;
23000007000200300;ул;Рубиновая;354207;03426000000;2366;
23000007000200400;ул;Рыбацкий поселок;354200;03426000000;2366;
23000007000200500;ул;Рылеева;354200;03426000000;2366;
23000007000200600;ул;Рязанская;354213;03426000000;2366;
23000007000200700;ул;Садовников;354209;03426000000;2366;
23000007000200900;ул;Свободы;354203;03426000000;2366;
23000007000201000;ул;Связная;354208;03426000000;2366;
23000007000201100;ул;Седова;354200;03426000000;2366;
23000007000201200;ул;Семашко;354231;;2366;
23000007000201300;ул;Симферопольская;354202;03426000000;2366;
23000007000201500;ул;Скрябина;354205;;;
23000007000201600;ул;Согласия;354200;03426000000;2366;
23000007000201700;ул;Солнечная;354208;03426000000;2366;
23000007000201800;ул;Соловьиная;354220;03426000000;2366;
23000007000201900;ул;Солоники;354233;03426000000;2366;
23000007000202000;ул;Сосновая;354200;03426000000;2366;
23000007000202200;ул;Сочинское шоссе;354200;03426000000;2366;
23000007000202300;ул;Союзная;354207;03426000000;2366;
23000007000202400;ул;Спандаряна;354207;03426000000;2366;
23000007000202500;ул;Спортивная;354200;03426000000;2366;
23000007000202600;ул;Станичная;354200;;2366;
23000007000202700;ул;Старошоссейная;354207;03426000000;2366;
23000007000202800;ул;Суворова;354200;03426000000;2366;
23000007000202900;ул;Сурикова;354205;03426000000;2366;
23000007000203100;ул;Сьянова;354200;;2366;
